id	type	qualifier	systematic	gene	aliases	chromname	?	chrom#	from	to	strand				Notes
YLR014C	gene	?	YLR014C	PPR1	PPR1	chromosome 12		12	172267	174981	C				Zinc finger transcription factor; contains a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of URA1, URA3, URA4, and URA10, which are involved in de novo pyrimidine biosynthesis, in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p
YLR015W	gene	?	YLR015W	BRE2	BRE2,CPS60	chromosome 12		12	175226	176743	W				Subunit of COMPASS (Set1C) complex; COMPASS methylates Lys4 of histone H3 and functions in silencing at telomeres; has a C-terminal Sdc1 Dpy-30 Interaction (SDI) domain that mediates binding to Sdc1p; similar to trithorax-group protein ASH2L
YLR016C	gene	?	YLR016C	PML1	PML1	chromosome 12		12	176801	177415	C				Subunit of the RES complex; RES complex is required for nuclear retention of unspliced pre-mRNAs; acts in the same pathway as Pml39p and Mlp1p
YLR017W	gene	?	YLR017W	MEU1	MEU1,S-methyl-5-thioadenosine phosphorylase	chromosome 12		12	177607	178620	W				Methylthioadenosine phosphorylase (MTAP); catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression
YLR018C	gene	?	YLR018C	POM34	POM34	chromosome 12		12	178706	179605	C				Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication
YLR019W	gene	?	YLR019W	PSR2	PSR2	chromosome 12		12	180287	181480	W				Plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p; PSR2 has a paralog, PSR1, that arose from the whole genome duplication
YLR020C	gene	?	YLR020C	YEH2	YEH2	chromosome 12		12	181788	183404	C				Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog, YEH1, that arose from the whole genome duplication
YLR021W	gene	?	YLR021W	IRC25	IRC25,DMP2,PBA3,POC3	chromosome 12		12	183622	184161	W				Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions
YLR022C	gene	?	YLR022C	SDO1	SDO1,guanine nucleotide exchange factor SDO1	chromosome 12		12	184173	184925	C				Guanine nucleotide exchange factor (GEF) for Ria1p; essential protein involved in ribosome maturation; with Ria1p, promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; ortholog of the human protein (SBDS) responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome; highly conserved across archaea and eukaryotes
YLR023C	gene	?	YLR023C	IZH3	IZH3	chromosome 12		12	185497	187128	C				Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity
YLR024C	gene	?	YLR024C	UBR2	UBR2,putative ubiquitin-protein ligase UBR2	chromosome 12		12	187662	193280	C				Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex
YLR025W	gene	?	YLR025W	SNF7	SNF7,DID1,ESCRT-III subunit protein SNF7,RNS4,VPL5,VPS32	chromosome 12		12	194451	195173	W				One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III
YLR026C	gene	?	YLR026C	SED5	SED5	chromosome 12		12	195449	196471	C				cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins
YLR027C	gene	?	YLR027C	AAT2	AAT2,ASP5,aspartate transaminase AAT2	chromosome 12		12	196828	198084	C				Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells
snR30	snoRNA_gene	?	snR30	SNR30	SNR30	chromosome 12		12	198783	199388	W				H/ACA box small nucleolar RNA (snoRNA); essential gene required for cleavage of 35S primary rRNA transcript to release the precursor to the 18S rRNA
YLR028C	gene	?	YLR028C	ADE16	ADE16,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16	chromosome 12		12	199539	201314	C				Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE16 has a paralog, ADE17, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine
YLR029C	gene	?	YLR029C	RPL15A	RPL15A,L13A,L15A,L15e,RPL10A,YL10,ribosomal 60S subunit protein L15A,rp15R	chromosome 12		12	201975	202589	C				Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication
YLR030W	gene	?	YLR030W	YLR030W		chromosome 12		12	203289	204080	W				Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W
YLR031W	gene	?	YLR031W	YLR031W		chromosome 12		12	204224	204784	W				Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W; YLR031W has a paralog, YMR124W, that arose from the whole genome duplication
YLR032W	gene	?	YLR032W	RAD5	RAD5,DNA helicase RAD5,REV2,SNM2	chromosome 12		12	204990	208499	W				DNA helicase/Ubiquitin ligase; involved in error-free branch of DNA damage tolerance (DDT) pathway; proposed to promote replication fork regression during postreplication repair by template switching; stimulates synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; required for error-prone translesion synthesis; forms nuclear foci upon DNA replication stress; associates with native telomeres, cooperates with homologous recombination in senescent cells
YLR033W	gene	?	YLR033W	RSC58	RSC58	chromosome 12		12	208760	210268	W				Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance
YLR034C	gene	?	YLR034C	SMF3	SMF3,putative divalent metal ion transporter SMF3	chromosome 12		12	210511	211932	C				Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress
YLR035C	gene	?	YLR035C	MLH2	MLH2,mismatch repair protein MLH2	chromosome 12		12	212368	214455	C				Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p
tA(UGC)L	tRNA_gene	?	tA(UGC)L	tA(UGC)L		chromosome 12		12	214882	214954	C				Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis; one of 5 nuclear tRNA genes containing the tDNA-anticodon TGC (mature tRNA may be UGC or may contain modified bases), decodes GCA and probably GCG codons into alanine, one of 16 nuclear tRNAs for alanine
YLR036C	gene	?	YLR036C	YLR036C		chromosome 12		12	221520	222131	C				Putative protein predicted to have transmembrane domains; interacts with HSP90 by yeast two-hybrid analysis; YLR036C is not an essential protein
YLR037C	gene	?	YLR037C	PAU23	PAU23,DAN2,seripauperin PAU23	chromosome 12		12	222684	223058	C				Cell wall mannoprotein; has similarity to Tir1p, Tir2p, Tir3p, and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions, completely repressed during aerobic growth
YLR038C	gene	?	YLR038C	COX12	COX12,cytochrome c oxidase subunit VIb	chromosome 12		12	224920	225171	C				Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated; easily released from the intermembrane space, suggesting a loose association with Complex IV
YLR039C	gene	?	YLR039C	RIC1	RIC1	chromosome 12		12	225425	228595	C				Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes
YLR040C	gene	?	YLR040C	AFB1	AFB1	chromosome 12		12	228907	229581	C				MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W
YLR041W	gene	?	YLR041W	YLR041W		chromosome 12		12	229376	229696	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YLR040C
YLR042C	gene	?	YLR042C	YLR042C		chromosome 12		12	229965	230450	C				Cell wall protein of unknown function; localizes to the cytoplasm; deletion improves xylose fermentation in industrially engineered strains; YLL042C is not an essential gene
YLR043C	gene	?	YLR043C	TRX1	TRX1,LMA1,thioredoxin TRX1	chromosome 12		12	231701	232012	C				Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication
YLR044C	gene	?	YLR044C	PDC1	PDC1,indolepyruvate decarboxylase 1	chromosome 12		12	232389	234080	C				Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo
YLR045C	gene	?	YLR045C	STU2	STU2	chromosome 12		12	235036	237702	C				Microtubule-associated protein (MAP) of the XMAP215/Dis1 family; regulates microtubule dynamics during spindle orientation and metaphase chromosome alignment; interacts with spindle pole body component Spc72p
YLR046C	gene	?	YLR046C	YLR046C	RLA1	chromosome 12		12	238000	238812	C				Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog, RTA1, that arose from the whole genome duplication
YLR047C	gene	?	YLR047C	FRE8	FRE8	chromosome 12		12	239346	241406	C				Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p
YLR048W	gene	?	YLR048W	RPS0B	RPS0B,NAB1B,S0B,S2,YST2,ribosomal 40S subunit protein S0B	chromosome 12		12	242231	243348	W				Protein component of the small (40S) ribosomal subunit; RPS0B has a paralog, RPS0A, that arose from the whole genome duplication; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2
YLR049C	gene	?	YLR049C	YLR049C		chromosome 12		12	243885	245171	C				Putative protein of unknown function
YLR050C	gene	?	YLR050C	YLR050C		chromosome 12		12	245586	246071	C				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YLR050C is not an essential gene
YLR051C	gene	?	YLR051C	FCF2	FCF2	chromosome 12		12	246323	246976	C				Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene
YLR052W	gene	?	YLR052W	IES3	IES3	chromosome 12		12	247200	247952	W				Subunit of the INO80 chromatin remodeling complex
YLR053C	gene	?	YLR053C	YLR053C		chromosome 12		12	248099	248425	C				Putative protein of unknown function
YLR054C	gene	?	YLR054C	OSW2	OSW2	chromosome 12		12	248716	250977	C				Protein of unknown function reputedly involved in spore wall assembly
YLR055C	gene	?	YLR055C	SPT8	SPT8,SAGA complex subunit SPT8	chromosome 12		12	251271	253079	C				Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters
